,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
473,Luis Romo\Luis-Romo,mx MEX,DFMF,Querétaro,23,1995,27,27,2348,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
474,Diego Rosales\Diego-Rosales,mx MEX,DF,UNAM,20,1998,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
475,Fernando Rubén González\Fernando-Ruben-Gonzalez,mx MEX,MF,Necaxa,24,1994,33,32,2845,2,3,0,0,5,1,0.06,0.09,0.16,0.06,0.16,Matches
476,Rubio Rubin\Rubio-Rubin,us USA,MF,Tijuana,22,1996,7,1,165,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
477,Alan Ruiz\Alan-Ruiz,mx MEX,MF,Veracruz,17,2001,2,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
478,Hibert Ruiz\Hibert-Ruiz,mx MEX,MF,Necaxa,31,1987,6,1,113,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
479,Hibert Ruiz\Hibert-Ruiz,mx MEX,MF,Veracruz,31,1987,13,12,990,2,0,0,0,5,0,0.18,0.00,0.18,0.18,0.18,Matches
480,Marcel Ruiz\Marcel-Ruiz,mx MEX,MF,Querétaro,17,2000,27,25,1742,2,2,0,0,3,0,0.10,0.10,0.21,0.10,0.21,Matches
481,Richard Ruiz\Richard-Ruiz,mx MEX,DF,Toluca,32,1986,9,7,635,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
482,Ángelo Sagal\Angelo-Sagal,cl CHI,FWMF,Pachuca,25,1993,26,15,1391,3,3,0,0,2,0,0.19,0.19,0.39,0.19,0.39,Matches
483,Javier Salas\Javier-Salas,mx MEX,MF,Cruz Azul,24,1993,21,16,1379,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
484,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,UANL,24,1993,10,10,879,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
485,Carlos Salcido\Carlos-Salcido,mx MEX,MF,Veracruz,38,1980,12,12,1056,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
486,Carlos Salcido\Carlos-Salcido,mx MEX,DFMF,Guadalajara,38,1980,6,5,448,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
487,Alfredo Saldívar\Alfredo-Saldivar,mx MEX,GK,UNAM,28,1990,34,34,3060,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
488,Rodrigo Salinas\Rodrigo-Salinas,mx MEX,DF,Toluca,30,1988,33,33,2970,3,3,0,0,12,0,0.09,0.09,0.18,0.09,0.18,Matches
489,Rubens Sambueza\Rubens-Sambueza,ar ARG,MFFW,Toluca,34,1984,10,8,747,4,3,3,3,2,2,0.48,0.36,0.84,0.12,0.48,Matches
490,Rubens Sambueza\Rubens-Sambueza,ar ARG,MFFW,León,34,1984,9,6,595,0,1,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
491,Miguel Samudio\Miguel-Samudio,py PAR,DFMF,Querétaro,31,1986,19,16,1528,1,0,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches
492,Jesús Sánchez García\Jesus-Sanchez-Garcia,mx MEX,DF,Guadalajara,28,1989,2,1,45,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
493,Nicolás Sanchez\Nicolas-Sanchez,ar ARG,DF,Monterrey,32,1986,30,30,2628,10,1,6,8,7,1,0.34,0.03,0.38,0.14,0.17,Matches
494,Gael Sandoval\Gael-Sandoval,mx MEX,MF,Guadalajara,22,1995,22,14,1181,2,3,1,1,0,0,0.15,0.23,0.38,0.08,0.30,Matches
495,Ray Sandoval\Ray-Sandoval,pe PER,MF,Morelia,23,1995,18,15,1201,3,1,0,1,3,0,0.22,0.07,0.30,0.22,0.30,Matches
496,Miguel Sansores\Miguel-Sansores,mx MEX,FW,Morelia,27,1991,27,19,1708,9,3,1,1,3,1,0.47,0.16,0.63,0.42,0.58,Matches
497,Anderson Santamaría\Anderson-Santamaria,pe PER,DF,Atlas,26,1992,15,15,1305,2,0,0,0,6,0,0.14,0.00,0.14,0.14,0.14,Matches
498,Anderson Santamaría\Anderson-Santamaria,pe PER,DF,Puebla,26,1992,6,6,540,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
499,José Santiago Hernández\Jose-Santiago-Hernandez,mx MEX,GK,Atlas,21,1997,32,32,2880,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
500,Iván Santillán\Ivan-Santillan,pe PER,MFDF,Veracruz,28,1990,3,2,205,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
501,Camilo Sanvezzo\Camilo-Sanvezzo,br BRA,FW,Querétaro,30,1988,31,29,2576,13,4,4,5,7,0,0.45,0.14,0.59,0.31,0.45,Matches
502,Francisco Sebastián Córdova\Francisco-Sebastian-Cordova,mx MEX,MF,Necaxa,21,1997,9,3,334,1,0,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches
503,Francisco Sebastián Córdova\Francisco-Sebastian-Cordova,mx MEX,MF,América,21,1997,7,4,367,2,1,0,0,0,0,0.49,0.25,0.74,0.49,0.74,Matches
504,Jorge Segura\Jorge-Segura,co COL,DF,Atlas,21,1997,8,7,605,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
505,Ángel Sepúlveda\Angel-Sepulveda,mx MEX,MFFW,Necaxa,27,1991,17,17,1262,2,2,0,1,3,0,0.14,0.14,0.29,0.14,0.29,Matches
506,Ángel Sepúlveda\Angel-Sepulveda,mx MEX,MF,Guadalajara,27,1991,5,1,171,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
507,Jordan Sierra\Jordan-Sierra,ec ECU,MFFW,Lobos BUAP,21,1997,13,13,1028,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
508,Jordan Sierra\Jordan-Sierra,ec ECU,MF,Querétaro,21,1997,12,12,1074,0,1,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches
509,Beto da Silva\Beto-da-Silva,pe PER,FWMF,Lobos BUAP,21,1996,11,6,605,1,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,Matches
510,Jordan Silva\Jordan-Silva,mx MEX,DF,Cruz Azul,24,1994,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
511,William da Silva\William-da-Silva,br BRA,MF,Toluca,31,1986,25,25,1875,3,0,0,0,8,1,0.14,0.00,0.14,0.14,0.14,Matches
512,Ismael Sosa\Ismael-Sosa,ar ARG,MF,UANL,31,1987,4,1,121,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
513,Ismael Sosa\Ismael-Sosa,ar ARG,MFFW,Pachuca,31,1987,14,7,725,1,1,0,0,3,0,0.12,0.12,0.25,0.12,0.25,Matches
514,Sebastián Sosa\Sebastian-Sosa,uy URU,GK,Morelia,31,1986,29,29,2610,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
515,Everaldo Stum\Everaldo-Stum,br BRA,FW,Querétaro,27,1991,11,3,413,0,2,0,0,0,0,0.00,0.44,0.44,0.00,0.44,Matches
516,Jonathan Suárez\Jonathan-Suarez,mx MEX,MFFW,Querétaro,21,1997,8,3,263,0,1,0,0,1,0,0.00,0.34,0.34,0.00,0.34,Matches
517,Christian Tabó\Christian-Tabo,uy URU,FWMF,Puebla,24,1993,23,13,1338,4,2,0,0,8,2,0.27,0.13,0.40,0.27,0.40,Matches
518,Alfredo Talavera\Alfredo-Talavera,mx MEX,GK,Toluca,35,1982,28,28,2506,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
519,Miguel Tapias\Miguel-Tapias,mx MEX,DF,Pachuca,21,1997,13,9,959,1,0,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
520,Duilio Tejeda\Duilio-Tejeda,mx MEX,MF,Veracruz,20,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
521,Omar Tejeda\Omar-Tejeda,mx MEX,MF,Lobos BUAP,29,1988,6,4,306,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
522,Eduardo Tercero\Eduardo-Tercero,mx MEX,DF,UANL,22,1996,2,1,49,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
523,William Tesillo\William-Tesillo,co COL,DF,León,28,1990,32,31,2807,2,2,0,0,7,1,0.06,0.06,0.13,0.06,0.13,Matches
524,Fernando Tobio\Fernando-Tobio,ar ARG,DF,Toluca,28,1989,22,22,1707,1,0,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matches
525,Jorge Torres Nilo\Jorge-Torres-Nilo,mx MEX,DF,UANL,30,1988,19,15,1412,1,0,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
526,Raúl Torres Rodríguez\Raul-Torres-Rodriguez,mx MEX,MF,UANL,21,1996,3,2,144,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
527,Edson Torres\Edson-Torres,mx MEX,MF,Lobos BUAP,20,1998,7,0,70,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Edson Torres\Edson-Torres,mx MEX,MF,Guadalajara,20,1998,2,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
529,Erick Torres\Erick-Torres,mx MEX,FW,Tijuana,25,1993,13,9,723,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
530,Jairo Torres\Jairo-Torres,mx MEX,MFDF,Atlas,18,2000,18,9,985,2,1,0,0,3,0,0.18,0.09,0.27,0.18,0.27,Matches
531,Christopher Trejo\Christopher-Trejo,mx MEX,MF,Atlas,18,1999,4,0,44,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
532,Erbín Trejo\Erbin-Trejo,mx MEX,MF,Querétaro,28,1990,18,5,583,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
533,Mario Trejo\Mario-Trejo,mx MEX,MF,Morelia,19,1999,1,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Enrique Triverio\Enrique-Triverio,ar ARG,FW,Toluca,29,1988,19,11,1102,5,2,0,0,3,1,0.41,0.16,0.57,0.41,0.57,Matches
535,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Pachuca,32,1986,23,10,1081,8,1,0,0,1,0,0.67,0.08,0.75,0.67,0.75,Matches
536,Ariel Uribe\Ariel-Uribe,cl CHI,MF,Morelia,19,1999,1,0,28,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
537,Mateus Uribe\Mateus-Uribe,co COL,MF,América,27,1991,24,20,1802,3,4,1,2,3,0,0.15,0.20,0.35,0.10,0.30,Matches
538,Jonathan Urretaviscaya\Jonathan-Urretaviscaya,uy URU,MF,Monterrey,28,1990,8,4,367,0,2,0,0,0,0,0.00,0.49,0.49,0.00,0.49,Matches
539,Jorge Valadéz\Jorge-Valadez,mx MEX,DF,Morelia,22,1996,17,13,1169,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Diego Valdés\Diego-Valdes,cl CHI,MF,Santos,24,1994,17,15,1346,3,1,0,0,4,0,0.20,0.07,0.27,0.20,0.27,Matches
541,Diego Valdés\Diego-Valdes,cl CHI,MFFW,Morelia,24,1994,16,10,1017,2,3,1,1,4,0,0.18,0.27,0.44,0.09,0.35,Matches
542,Bruno Valdez\Bruno-Valdez,py PAR,DF,América,25,1992,29,27,2363,6,0,0,0,4,2,0.23,0.00,0.23,0.23,0.23,Matches
543,Enner Valencia\Enner-Valencia,ec ECU,FWMF,UANL,28,1989,24,14,1324,5,1,0,0,0,0,0.34,0.07,0.41,0.34,0.41,Matches
544,José Van Rankin\Jose-Van-Rankin,mx MEX,DF,Guadalajara,25,1993,33,33,2968,2,2,0,0,8,0,0.06,0.06,0.12,0.06,0.12,Matches
545,Leonel Vangioni\Leonel-Vangioni,ar ARG,DFMF,Monterrey,31,1987,28,26,2184,1,2,0,0,11,1,0.04,0.08,0.12,0.04,0.12,Matches
546,Eduardo Vargas\Eduardo-Vargas,cl CHI,MFFW,UANL,28,1989,28,14,1296,11,1,2,2,2,0,0.76,0.07,0.83,0.62,0.69,Matches
547,Johan Vásquez\Johan-Vasquez,mx MEX,DFMF,Monterrey,19,1998,11,6,643,1,0,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches
548,Alexis Vega\Alexis-Vega,mx MEX,FWMF,Guadalajara,20,1997,16,14,1056,4,0,0,0,2,1,0.34,0.00,0.34,0.34,0.34,Matches
549,Alexis Vega\Alexis-Vega,mx MEX,FWMF,Toluca,20,1997,17,17,1445,5,2,0,0,2,0,0.31,0.12,0.44,0.31,0.44,Matches
550,Sebastián Vegas\Sebastian-Vegas,cl CHI,DF,Morelia,21,1996,25,24,2164,4,0,0,0,5,1,0.17,0.00,0.17,0.17,0.17,Matches
551,Efraín Velarde\Efrain-Velarde,mx MEX,DF,Morelia,32,1986,21,18,1638,0,2,0,0,3,1,0.00,0.11,0.11,0.00,0.11,Matches
552,Gustavo Velásquez\Gustavo-Velasquez,py PAR,DF,Lobos BUAP,27,1991,5,5,375,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
553,Julián Velázquez\Julian-Velazquez,ar ARG,DF,Tijuana,27,1990,30,30,2700,0,1,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
554,Jesús Veyna\Jesus-Veyna,mx MEX,DF,Necaxa,23,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
555,Néstor Vidrio\Nestor-Vidrio,mx MEX,DF,Puebla,29,1989,17,17,1530,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
556,Nicolás Vikonis\Nicolas-Vikonis,uy URU,GK,Puebla,34,1984,32,32,2810,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
557,Rodolfo Vilchis\Rodolfo-Vilchis,mx MEX,MF,Morelia,28,1989,20,8,834,1,3,1,1,2,0,0.11,0.32,0.43,0.00,0.32,Matches
558,Dieter Villalpando\Dieter-Villalpando,mx MEX,MF,Guadalajara,26,1991,12,8,737,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Dieter Villalpando\Dieter-Villalpando,mx MEX,MF,Necaxa,26,1991,13,12,1065,2,2,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
560,Daniel Villalva\Daniel-Villalva,ar ARG,FWMF,Querétaro,26,1992,30,27,2187,2,2,0,0,6,1,0.08,0.08,0.16,0.08,0.16,Matches
561,Carlos Villanueva López\Carlos-Villanueva-Lopez,mx MEX,DF,Necaxa,24,1994,1,0,46,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
562,Carlos Villanueva López\Carlos-Villanueva-Lopez,mx MEX,DF,Guadalajara,24,1994,3,2,184,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
563,Tiago Volpi\Tiago-Volpi,br BRA,GK,Querétaro,27,1990,17,17,1530,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
564,William Yarbrough\William-Yarbrough,us USA,GK,León,29,1989,5,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
565,Yoshimar Yotún\Yoshimar-Yotun,pe PER,MF,Cruz Azul,28,1990,14,11,927,1,5,0,0,3,1,0.10,0.49,0.58,0.10,0.58,Matches
566,Paolo Yrizar\Paolo-Yrizar,mx MEX,DFMF,Querétaro,20,1997,10,3,379,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
567,Ángel Zaldívar\Angel-Zaldivar,mx MEX,FW,Guadalajara,24,1994,17,13,1106,6,0,1,1,3,0,0.49,0.00,0.49,0.41,0.41,Matches
568,Ángel Zaldívar\Angel-Zaldivar,mx MEX,FWMF,Monterrey,24,1994,11,7,518,1,1,0,0,1,1,0.17,0.17,0.35,0.17,0.35,Matches
569,Edgar Zaldívar\Edgar-Zaldivar,mx MEX,DFMF,Atlas,21,1996,14,12,1062,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
570,Alonso Zamora\Alonso-Zamora,mx MEX,DFMF,Puebla,26,1991,9,9,803,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
571,Lucas Zelarayán\Lucas-Zelarayan,ar ARG,MF,UANL,26,1992,18,14,1159,5,5,0,0,0,0,0.39,0.39,0.78,0.39,0.78,Matches
572,Alejandro Zendejas\Alejandro-Zendejas,us USA,MFFW,Guadalajara,20,1998,4,2,204,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
573,Dilan Zúñiga\Dilan-Zuniga,cl CHI,DF,León,22,1996,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
574,Irving Zurita\Irving-Zurita,mx MEX,DF,Atlas,26,1991,13,13,1135,0,3,0,0,5,0,0.00,0.24,0.24,0.00,0.24,Matches
