,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
470,Cristian Lucchetti\Cristian-Lucchetti,ar ARG,GK,Tucumán,40,1978,25,25,2250,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
471,Maximiliano Lugo\Maximiliano-Lugo,ar ARG,MF,Belgrano,28,1989,17,12,1031,2,1,0,0,6,1,0.17,0.09,0.26,0.17,0.26,Matches
472,Pablo Lugüercio\Pablo-Luguercio,ar ARG,MF,Estudiantes,36,1982,11,5,352,0,1,0,0,4,0,0.00,0.26,0.26,0.00,0.26,Matches
473,José Luis Fernández\Jose-Luis-Fernandez,ar ARG,MF,Defensa y Just,30,1987,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
474,José Luis Fernández\Jose-Luis-Fernandez,ar ARG,MF,Rosario Cent,30,1987,4,1,97,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
475,José Luis Gómez\Jose-Luis-Gomez,ar ARG,DFMF,Lanús,24,1993,5,5,355,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
476,José Luis Sinisterra\Jose-Luis-Sinisterra,co COL,FW,Lanús,20,1998,5,0,86,1,0,0,0,0,0,1.05,0.00,1.05,1.05,1.05,Matches
477,Carlos Luna\Carlos-Luna,ar ARG,FW,Tigre,36,1982,10,2,284,2,0,0,0,2,0,0.63,0.00,0.63,0.63,0.63,Matches
478,Sebastián Luna\Sebastian-Luna,ar ARG,DFMF,Belgrano,30,1987,11,8,697,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
479,Germán Lux\German-Lux,ar ARG,GK,River Plate,36,1982,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
480,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Argentinos Jun,19,1998,19,16,1544,5,1,1,1,4,0,0.29,0.06,0.35,0.23,0.29,Matches
481,Francis Mac Allister\Francis-Mac-Allister,ar ARG,MF,Argentinos Jun,22,1995,7,4,326,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
482,Kevin Mac Allister\Kevin-Mac-Allister,ar ARG,DF,Boca Juniors,20,1997,2,1,110,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
483,Kevin Mac Allister\Kevin-Mac-Allister,ar ARG,DF,Argentinos Jun,20,1997,9,8,735,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
484,Gastón Machín\Gaston-Machin,ar ARG,MF,Argentinos Jun,35,1983,13,12,1026,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
485,Leandro Maciel\Leandro-Maciel,ar ARG,MF,Lanús,22,1995,13,9,716,1,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
486,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Boca Juniors,24,1993,8,7,636,1,0,0,0,4,1,0.14,0.00,0.14,0.14,0.14,Matches
487,Pablo Magnín\Pablo-Magnin,ar ARG,FW,San Martín SJ,28,1990,4,0,84,0,1,0,0,0,0,0.00,1.07,1.07,0.00,1.07,Matches
488,Jonatan Maidana\Jonatan-Maidana,ar ARG,DF,River Plate,33,1985,5,5,450,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
489,Mauro Maidana\Mauro-Maidana,ar ARG,DF,Argentinos Jun,28,1990,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
490,Guido Mainero\Guido-Mainero,ar ARG,MFFW,Vélez Sarsf,23,1995,5,3,322,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
491,Franco Malagueño\Franco-Malagueno,ar ARG,MF,Talleres,19,1998,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
492,Alexis Maldonado\Alexis-Maldonado,ar ARG,DF,Banfield,20,1997,3,1,104,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
493,Federico Mancinelli\Federico-Mancinelli,ar ARG,DF,CA Huracán,36,1982,21,21,1882,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
494,Braian Mansilla\Braian-Mansilla,ar ARG,MFFW,Gimnasia ELP,21,1997,5,3,275,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches
495,Braian Mansilla\Braian-Mansilla,ar ARG,FW,Racing Club,21,1997,4,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
496,Jacobo Mansilla\Jacobo-Mansilla,ar ARG,MF,Patronato,31,1987,6,1,111,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
497,Agustín Manzur\Agustin-Manzur,ar ARG,MF,Godoy Cruz,17,2000,2,2,139,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
498,Alan Marcel Picazzo\Alan-Marcel-Picazzo,ar ARG,FW,River Plate,19,1999,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
499,Javier Marcelo Correa\Javier-Marcelo-Correa,ar ARG,FW,Colón,25,1992,12,12,1063,3,0,1,1,3,0,0.25,0.00,0.25,0.17,0.17,Matches
500,Rafael Marcelo Delgado\Rafael-Marcelo-Delgado,ar ARG,DF,Defensa y Just,28,1990,22,18,1578,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
501,Julián Marcioni\Julian-Marcioni,ar ARG,MF,Newell's OB,20,1998,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
502,Iván Marcone\Ivan-Marcone,ar ARG,MF,Boca Juniors,28,1990,11,11,990,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
503,Federico Marín\Federico-Marin,ar ARG,MF,CA Huracán,20,1998,1,0,35,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
504,Gonzalo Marinelli\Gonzalo-Marinelli,ar ARG,GK,Tigre,29,1989,14,13,1252,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
505,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MFFW,Talleres,19,1999,17,12,1019,2,1,0,0,1,1,0.18,0.09,0.26,0.18,0.26,Matches
506,Alexis Martin Arias\Alexis-Martin-Arias,ar ARG,GK,Gimnasia ELP,26,1992,22,22,1980,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
507,Sebastián Martín Benega\Sebastian-Martin-Benega,ar ARG,FW,Banfield,19,1999,1,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
508,Juan Martín Lucero\Juan-Martin-Lucero,ar ARG,FW,Godoy Cruz,26,1991,7,5,475,1,0,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches
509,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,River Plate,22,1996,17,17,1507,1,0,0,0,4,1,0.06,0.00,0.06,0.06,0.06,Matches
510,Damián Martínez\Damian-Martinez,ar ARG,DF,CA Unión,28,1990,22,22,1934,2,3,0,0,11,1,0.09,0.14,0.23,0.09,0.23,Matches
511,Lisandro Martínez\Lisandro-Martinez,ar ARG,DF,Defensa y Just,20,1998,25,25,2204,2,3,0,0,2,0,0.08,0.12,0.20,0.08,0.20,Matches
512,Maximiliano Martínez\Maximiliano-Martinez,ar ARG,DF,San Martin,26,1992,14,14,1145,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
513,Pablo Martínez\Pablo-Martinez,py PAR,FW,Lanús,21,1996,7,0,164,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Román Martínez\Roman-Martinez,ar ARG,MF,San Lorenzo,35,1983,4,3,283,1,0,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches
515,Emmanuel Más\Emmanuel-Mas,ar ARG,DF,Boca Juniors,29,1989,19,17,1575,2,1,0,0,4,0,0.11,0.06,0.17,0.11,0.17,Matches
516,Guillermo Matías Fernández\Guillermo-Matias-Fernandez,ar ARG,MF,Racing Club,26,1991,23,19,1828,3,3,0,0,5,0,0.15,0.15,0.30,0.15,0.30,Matches
517,Mauro Matos\Mauro-Matos,ar ARG,FW,Tucumán,35,1982,21,17,1298,4,1,1,1,0,0,0.28,0.07,0.35,0.21,0.28,Matches
518,Francisco Mattia\Francisco-Mattia,ar ARG,DF,San Martín SJ,30,1988,18,18,1620,2,1,0,0,9,0,0.11,0.06,0.17,0.11,0.17,Matches
519,Camilo Mayada\Camilo-Mayada,uy URU,DFMF,River Plate,27,1991,19,14,1329,1,2,0,0,3,0,0.07,0.14,0.20,0.07,0.20,Matches
520,Agustín Maziero\Agustin-Maziero,ar ARG,FW,Rosario Cent,20,1997,2,0,28,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
521,Nicolas Mazzola\Nicolas-Mazzola,ar ARG,FW,CA Unión,28,1990,6,2,195,0,2,0,0,0,0,0.00,0.92,0.92,0.00,0.92,Matches
522,Antonio Medina\Antonio-Medina,ar ARG,FW,Aldosivi,33,1984,2,1,70,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
523,Facundo Medina\Facundo-Medina,ar ARG,DF,Talleres,19,1999,16,15,1400,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
524,Andrés Mehring\Andres-Mehring,ar ARG,GK,Godoy Cruz,24,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
525,Marcelo Meli\Marcelo-Meli,ar ARG,MF,Belgrano,26,1992,10,10,823,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
526,Matías Melluso\Matias-Melluso,ar ARG,DF,Gimnasia ELP,20,1998,15,14,1178,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
527,Alejandro Melo\Alejandro-Melo,ar ARG,MF,Gimnasia ELP,22,1996,1,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Eugenio Mena\Eugenio-Mena,cl CHI,DF,Racing Club,30,1988,19,18,1615,0,2,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches
529,Jefferson Mena\Jefferson-Mena,co COL,DF,Aldosivi,29,1989,7,6,570,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
530,Jesús Méndez\Jesus-Mendez,ar ARG,MF,Vélez Sarsf,33,1984,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
531,Óscar Méndez\Oscar-Mendez,uy URU,MF,CA Unión,23,1994,6,1,179,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
532,Diego Mendoza\Diego-Mendoza,ar ARG,FW,CA Huracán,24,1993,9,4,347,3,0,1,1,1,0,0.78,0.00,0.78,0.52,0.52,Matches
533,Diego Mendoza\Diego-Mendoza,ar ARG,FW,Belgrano,24,1993,10,10,900,0,1,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
534,Javier Mendoza\Javier-Mendoza,ar ARG,MF,CA Huracán,25,1992,6,2,215,0,1,0,0,1,0,0.00,0.42,0.42,0.00,0.42,Matches
535,Nahuel Menéndez\Nahuel-Menendez,ar ARG,DF,San Martin,24,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
536,Hernán Menosse\Hernan-Menosse,uy URU,DF,Belgrano,31,1987,11,10,920,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
537,Lucas Menossi\Lucas-Menossi,ar ARG,MF,Tigre,26,1992,23,22,1999,5,1,0,0,9,0,0.23,0.05,0.27,0.23,0.27,Matches
538,Diego Mercado\Diego-Mercado,ar ARG,MF,Independiente,21,1997,1,0,,0,0,0,0,0,0,,,,,,Matches
539,Miguel Merentiel\Miguel-Merentiel,uy URU,FWMF,Godoy Cruz,22,1996,5,3,281,2,0,0,0,0,0,0.64,0.00,0.64,0.64,0.64,Matches
540,Bautista Merlini\Bautista-Merlini,ar ARG,MF,San Lorenzo,23,1995,6,5,353,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
541,Bautista Merlini\Bautista-Merlini,ar ARG,MF,Defensa y Just,23,1995,5,0,101,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
542,Lucas Merolla\Lucas-Merolla,ar ARG,DF,CA Huracán,23,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
543,Maximiliano Meza\Maximiliano-Meza,ar ARG,MFFW,Independiente,26,1992,11,11,888,1,3,0,0,3,1,0.10,0.30,0.41,0.10,0.41,Matches
544,Luis Miguel Rodríguez\Luis-Miguel-Rodriguez,ar ARG,FWMF,Tucumán,33,1985,12,10,916,8,4,4,5,2,0,0.79,0.39,1.18,0.39,0.79,Matches
545,Luis Miguel Rodríguez\Luis-Miguel-Rodriguez,ar ARG,FW,Colón,33,1985,8,8,607,3,1,1,1,1,0,0.44,0.15,0.59,0.30,0.44,Matches
546,Federico Milo\Federico-Milo,ar ARG,DF,San Martín SJ,26,1992,14,14,1195,0,2,0,0,4,1,0.00,0.15,0.15,0.00,0.15,Matches
547,Dardo Miloc\Dardo-Miloc,ar ARG,MF,Aldosivi,27,1990,14,13,1203,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
548,Marcelo Miño\Marcelo-Mino,ar ARG,GK,Rosario Cent,20,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
549,Leonel Miranda\Leonel-Miranda,ar ARG,MF,Defensa y Just,24,1994,25,24,2194,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
550,Néstor Moiraghi\Nestor-Moiraghi,ar ARG,DF,Tigre,33,1985,19,19,1710,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
551,Mauro Molina\Mauro-Molina,ar ARG,FW,Independiente,19,1999,5,1,65,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
552,Nahuel Molina\Nahuel-Molina,ar ARG,MFDF,Defensa y Just,20,1997,3,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
553,Nahuel Molina\Nahuel-Molina,ar ARG,DF,Rosario Cent,20,1997,6,6,529,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
554,Fernando Monetti\Fernando-Monetti,ar ARG,GK,San Lorenzo,29,1989,7,7,608,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,Matches
555,Brian Montenegro\Brian-Montenegro,py PAR,FW,Talleres,25,1993,4,3,263,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
556,Alejo Montero\Alejo-Montero,ar ARG,MF,Vélez Sarsf,20,1998,1,0,,0,0,0,0,0,0,,,,,,Matches
557,Fausto Montero\Fausto-Montero,ar ARG,MF,Argentinos Jun,29,1988,13,11,936,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
558,Facundo Monteseirín\Facundo-Monteseirin,ar ARG,DF,Lanús,23,1995,1,0,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Patricio Monti\Patricio-Monti,ar ARG,MFDF,Gimnasia ELP,20,1998,4,2,242,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
560,Gonzalo Montiel\Gonzalo-Montiel,ar ARG,DF,River Plate,21,1997,12,12,985,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
561,Walter Montillo\Walter-Montillo,ar ARG,MF,Tigre,34,1984,20,14,1337,4,9,0,0,3,0,0.27,0.61,0.88,0.27,0.88,Matches
562,Rodrigo Mora\Rodrigo-Mora,uy URU,MFFW,River Plate,30,1987,6,4,349,2,0,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches
563,Jorge Moreira\Jorge-Moreira,py PAR,DF,River Plate,28,1990,8,8,649,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
564,Rodrigo Moreira\Rodrigo-Moreira,ar ARG,DF,San Martin,22,1996,17,17,1476,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
565,Wilson Morelo\Wilson-Morelo,co COL,FW,Colón,31,1987,6,4,360,1,0,1,1,0,0,0.25,0.00,0.25,0.00,0.00,Matches
566,Aníbal Moreno\Anibal-Moreno,ar ARG,MF,Newell's OB,19,1999,3,1,121,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
567,Dayro Moreno\Dayro-Moreno,co COL,FW,Talleres,32,1985,9,7,657,1,1,1,1,1,0,0.14,0.14,0.27,0.00,0.14,Matches
568,Marcelino Moreno\Marcelino-Moreno,ar ARG,MF,Lanús,24,1994,23,22,1771,1,2,0,0,1,0,0.05,0.10,0.15,0.05,0.15,Matches
569,Claudio Mosca\Claudio-Mosca,ar ARG,MF,San Martín SJ,27,1991,22,20,1756,1,3,0,0,6,0,0.05,0.15,0.21,0.05,0.21,Matches
570,Tomás Moschión\Tomas-Moschion,ar ARG,MF,Colón,18,2000,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
571,Pablo Mouche\Pablo-Mouche,ar ARG,MFFW,San Lorenzo,30,1987,12,8,644,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,Matches
572,Matías Moya\Matias-Moya,ar ARG,MF,Banfield,20,1998,4,0,46,0,1,0,0,0,0,0.00,1.96,1.96,0.00,1.96,Matches
573,Matías Moya\Matias-Moya,ar ARG,MF,River Plate,20,1998,1,0,17,1,0,0,0,0,0,5.29,0.00,5.29,5.29,5.29,Matches
574,Franco Moyano\Franco-Moyano,ar ARG,MF,San Lorenzo,20,1997,8,6,475,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
575,Franco Moyano\Franco-Moyano,ar ARG,MF,Argentinos Jun,20,1997,9,9,810,1,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches
576,Sebastián Moyano\Sebastian-Moyano,ar ARG,GK,Gimnasia ELP,27,1990,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
577,Facundo Mura\Facundo-Mura,ar ARG,MFDF,Estudiantes,19,1999,3,2,175,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
578,Franco Mussis\Franco-Mussis,ar ARG,MF,San Lorenzo,26,1992,6,4,396,1,0,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches
579,Franco Mussis\Franco-Mussis,ar ARG,MF,Gimnasia ELP,26,1992,8,4,344,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
580,Facundo Nadalín\Facundo-Nadalin,ar ARG,DF,Newell's OB,20,1997,17,17,1515,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
581,Pedro Nahuel Fernández\Pedro-Nahuel-Fernandez,ar ARG,GK,San Martin,31,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
582,Nahitan Nández\Nahitan-Nandez,uy URU,MF,Boca Juniors,22,1995,13,10,911,2,1,0,0,7,0,0.20,0.10,0.30,0.20,0.30,Matches
583,Matías Nani\Matias-Nani,ar ARG,DF,Belgrano,20,1998,9,8,630,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
584,Federico Navarro\Federico-Navarro,ar ARG,MF,Talleres,18,2000,7,7,565,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
585,Nicolás Navarro\Nicolas-Navarro,ar ARG,GK,San Lorenzo,33,1985,13,13,1170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
586,Gonzalo Nicolás Martínez\Gonzalo-Nicolas-Martinez,ar ARG,MFFW,River Plate,25,1993,7,5,322,2,0,1,2,0,0,0.56,0.00,0.56,0.28,0.28,Matches
587,Alexis Niz\Alexis-Niz,ar ARG,DF,Tigre,30,1988,9,6,626,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
588,Fabián Noguera\Fabian-Noguera,ar ARG,DF,Estudiantes,25,1993,12,11,1035,2,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches
589,Ricardo Noir\Ricardo-Noir,ar ARG,MF,Tucumán,31,1987,12,3,385,1,0,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
590,Fernando Núñez\Fernando-Nunez,ar ARG,MF,Godoy Cruz,23,1995,5,3,204,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
591,Gervasio Núñez\Gervasio-Nunez,ar ARG,MF,Tucumán,30,1988,18,15,1189,2,1,0,0,5,0,0.15,0.08,0.23,0.15,0.23,Matches
592,Agustín Obando\Agustin-Obando,ar ARG,MF,Boca Juniors,18,2000,1,1,76,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
593,Cristian Ojeda\Cristian-Ojeda,ar ARG,MF,Talleres,19,1999,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
594,David Ojeda\David-Ojeda,it ITA,MF,Rosario Cent,20,1997,4,3,254,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
595,Lucas Olaza\Lucas-Olaza,uy URU,DF,Boca Juniors,24,1994,4,4,315,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
596,Sebastián Olivares\Sebastian-Olivares,ar ARG,DF,Belgrano,26,1992,11,9,835,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches
597,Emanuel Olivera\Emanuel-Olivera,ar ARG,DF,Colón,28,1990,20,20,1800,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
598,Lucas Orbán\Lucas-Orban,ar ARG,DF,Racing Club,29,1989,15,12,1085,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
599,Facundo Oreja\Facundo-Oreja,ar ARG,DF,Gimnasia ELP,36,1982,17,17,1356,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
600,Juan Orellana\Juan-Orellana,ar ARG,DF,San Martin,21,1997,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
601,Luca Orellano\Luca-Orellano,ar ARG,MF,Vélez Sarsf,18,2000,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
602,Francisco Ortega\Francisco-Ortega,ar ARG,DF,Vélez Sarsf,19,1999,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
603,Néstor Ortigoza\Nestor-Ortigoza,py PAR,MF,Rosario Cent,33,1984,21,20,1756,1,0,1,1,3,2,0.05,0.00,0.05,0.00,0.00,Matches
604,Danilo Ortiz\Danilo-Ortiz,py PAR,DF,Banfield,26,1992,9,9,802,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
605,Guillermo Ortiz\Guillermo-Ortiz,ar ARG,DF,Colón,25,1992,15,14,1267,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
606,Jorge Ortiz\Jorge-Ortiz,ar ARG,MF,Tigre,34,1984,16,12,998,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
607,Marcelo Ortiz\Marcelo-Ortiz,ar ARG,DF,Rosario Cent,24,1994,6,6,540,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
608,Mauro Ortiz\Mauro-Ortiz,ar ARG,FW,Talleres,23,1994,11,3,406,2,1,0,0,0,0,0.44,0.22,0.67,0.44,0.67,Matches
609,Humberto Osorio\Humberto-Osorio,co COL,FW,San Martín SJ,30,1988,8,3,432,1,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches
610,Alfio Oviedo\Alfio-Oviedo,py PAR,FW,Newell's OB,22,1995,10,2,312,1,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches
611,Emiliano Ozuna\Emiliano-Ozuna,ar ARG,FWMF,Aldosivi,22,1996,10,7,480,1,0,0,0,5,1,0.19,0.00,0.19,0.19,0.19,Matches
612,Tiago Pagnussat\Tiago-Pagnussat,br BRA,DF,Lanús,28,1990,6,3,293,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
613,Leandro Paiva\Leandro-Paiva,uy URU,MF,Argentinos Jun,24,1994,2,0,67,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
614,Pablo Palacios Alvarenga\Pablo-Palacios-Alvarenga,py PAR,FW,San Martín SJ,30,1988,19,16,1398,5,2,0,0,2,0,0.32,0.13,0.45,0.32,0.45,Matches
615,Exequiel Palacios\Exequiel-Palacios,ar ARG,MF,River Plate,19,1998,14,11,920,1,4,0,0,2,0,0.10,0.39,0.49,0.10,0.49,Matches
616,Sebastián Palacios\Sebastian-Palacios,ar ARG,FW,Talleres,26,1992,5,5,361,3,2,0,0,0,1,0.75,0.50,1.25,0.75,1.25,Matches
617,Nicolás Pantaleone\Nicolas-Pantaleone,ar ARG,DF,Patronato,25,1993,14,14,1179,0,1,0,0,7,1,0.00,0.08,0.08,0.00,0.08,Matches
618,Joaquín Papaleo\Joaquin-Papaleo,ar ARG,GK,CA Unión,24,1994,1,1,27,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
619,Renzo Paparelli\Renzo-Paparelli,ar ARG,DF,Talleres,21,1997,3,3,269,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
620,José Paradela\Jose-Paradela,ar ARG,MF,Gimnasia ELP,19,1998,1,0,23,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
621,Teodoro Paredes\Teodoro-Paredes,py PAR,DF,Newell's OB,25,1993,14,12,1099,1,0,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
622,Diego Parini\Diego-Parini,ar ARG,DF,Gimnasia ELP,20,1998,1,1,81,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
623,Alfonso Parot\Alfonso-Parot,cl CHI,DF,Rosario Cent,29,1988,20,20,1800,2,3,0,0,7,0,0.10,0.15,0.25,0.10,0.25,Matches
624,Nicolás Pasquini\Nicolas-Pasquini,ar ARG,DFMF,Lanús,27,1991,25,25,2250,0,3,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
625,Cristian Pavón\Cristian-Pavon,ar ARG,FWMF,Boca Juniors,22,1996,15,13,1151,4,3,0,0,0,0,0.31,0.23,0.55,0.31,0.55,Matches
626,Mariano Pavone\Mariano-Pavone,ar ARG,FW,Estudiantes,36,1982,21,11,1093,3,0,1,1,3,1,0.25,0.00,0.25,0.16,0.16,Matches
627,Martín Payero\Martin-Payero,ar ARG,MF,Banfield,19,1998,10,10,776,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
628,Oliver Paz Benítez\Oliver-Paz-Benitez,ar ARG,DF,San Martin,27,1991,10,9,855,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
629,Marcos Peano\Marcos-Peano,ar ARG,GK,CA Unión,19,1998,1,0,63,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
630,Nicolás Pelaitay\Nicolas-Pelaitay,ar ARG,MF,San Martín SJ,25,1992,5,0,84,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
